num_date_time,answer
10 2020-08-26 21,650.5283813476562
10 2020-08-26 22,493.5032958984375
10 2020-08-26 23,512.9208374023438
10 2020-08-27 00,468.93194580078125
10 2020-08-27 01,511.42626953125
10 2020-08-27 02,459.949462890625
10 2020-08-27 03,493.61248779296875
10 2020-08-27 04,459.4161376953125
10 2020-08-27 05,489.8171691894531
10 2020-08-27 06,492.7860412597656
10 2020-08-27 07,667.3494262695312
10 2020-08-27 08,1457.96728515625
10 2020-08-27 09,2050.1337890625
10 2020-08-27 10,3916.43603515625
10 2020-08-27 11,2705.0263671875
10 2020-08-27 12,3297.73828125
10 2020-08-27 13,2835.0830078125
10 2020-08-27 14,2999.769287109375
10 2020-08-27 15,2808.767333984375
10 2020-08-27 16,2721.253173828125
10 2020-08-27 17,2877.843505859375
10 2020-08-27 18,2355.39453125
10 2020-08-27 19,1583.3326416015625
10 2020-08-27 20,763.1163330078125
10 2020-08-27 21,613.93994140625
10 2020-08-27 22,650.0283813476562
10 2020-08-27 23,649.5838012695312
10 2020-08-28 00,599.3466186523438
10 2020-08-28 01,468.88507080078125
10 2020-08-28 02,508.3233337402344
10 2020-08-28 03,487.631591796875
10 2020-08-28 04,474.71527099609375
10 2020-08-28 05,508.63299560546875
10 2020-08-28 06,509.70220947265625
10 2020-08-28 07,661.8084716796875
10 2020-08-28 08,1196.35498046875
10 2020-08-28 09,2375.2119140625
10 2020-08-28 10,3970.23876953125
10 2020-08-28 11,2492.26220703125
10 2020-08-28 12,3133.7314453125
10 2020-08-28 13,2781.06005859375
10 2020-08-28 14,2743.216552734375
10 2020-08-28 15,2719.144287109375
10 2020-08-28 16,2777.70263671875
10 2020-08-28 17,2576.042724609375
10 2020-08-28 18,2517.93359375
10 2020-08-28 19,2014.7734375
10 2020-08-28 20,1304.039794921875
10 2020-08-28 21,532.2687377929688
10 2020-08-28 22,475.32757568359375
10 2020-08-28 23,479.1551208496094
10 2020-08-29 00,460.09783935546875
10 2020-08-29 01,503.1695556640625
10 2020-08-29 02,477.1200256347656
10 2020-08-29 03,496.06396484375
10 2020-08-29 04,453.1282958984375
10 2020-08-29 05,508.7723083496094
10 2020-08-29 06,500.8036804199219
10 2020-08-29 07,713.62109375
10 2020-08-29 08,1435.6004638671875
10 2020-08-29 09,2374.29150390625
10 2020-08-29 10,3462.674072265625
10 2020-08-29 11,2682.754150390625
10 2020-08-29 12,2880.4619140625
10 2020-08-29 13,2725.553466796875
10 2020-08-29 14,2612.60400390625
10 2020-08-29 15,2686.7099609375
10 2020-08-29 16,2655.1484375
10 2020-08-29 17,2718.955078125
10 2020-08-29 18,2447.39013671875
10 2020-08-29 19,1839.7484130859375
10 2020-08-29 20,1103.1937255859375
10 2020-08-29 21,459.7373352050781
10 2020-08-29 22,486.8115234375
10 2020-08-29 23,440.9649963378906
10 2020-08-30 00,462.678955078125
10 2020-08-30 01,488.2385559082031
10 2020-08-30 02,475.6903381347656
10 2020-08-30 03,479.7462463378906
10 2020-08-30 04,454.5407409667969
10 2020-08-30 05,497.9729309082031
10 2020-08-30 06,492.99053955078125
10 2020-08-30 07,706.8209228515625
10 2020-08-30 08,1350.812255859375
10 2020-08-30 09,2358.29443359375
10 2020-08-30 10,3493.451904296875
10 2020-08-30 11,2662.839111328125
10 2020-08-30 12,2786.285400390625
10 2020-08-30 13,2795.19384765625
10 2020-08-30 14,2534.540283203125
10 2020-08-30 15,2777.707763671875
10 2020-08-30 16,2587.401611328125
10 2020-08-30 17,2763.417724609375
10 2020-08-30 18,2410.477783203125
10 2020-08-30 19,1867.126708984375
10 2020-08-30 20,1005.3887329101562
10 2020-08-30 21,478.9204406738281
10 2020-08-30 22,484.09393310546875
10 2020-08-30 23,463.8411560058594
10 2020-08-31 00,456.8977966308594
10 2020-08-31 01,489.2162780761719
10 2020-08-31 02,457.53265380859375
10 2020-08-31 03,474.5578918457031
10 2020-08-31 04,437.3885498046875
10 2020-08-31 05,492.85247802734375
10 2020-08-31 06,493.0163879394531
10 2020-08-31 07,677.6309204101562
10 2020-08-31 08,1276.7679443359375
10 2020-08-31 09,2329.256591796875
10 2020-08-31 10,3579.283203125
10 2020-08-31 11,2629.497802734375
10 2020-08-31 12,2921.678466796875
10 2020-08-31 13,2752.2451171875
10 2020-08-31 14,2629.348876953125
10 2020-08-31 15,2712.263427734375
10 2020-08-31 16,2599.072265625
10 2020-08-31 17,2747.818359375
10 2020-08-31 18,2414.7841796875
10 2020-08-31 19,1822.944580078125
10 2020-08-31 20,600.3778076171875
10 2020-08-31 21,532.9869384765625
10 2020-08-31 22,440.0965270996094
10 2020-08-31 23,519.572509765625
11 2020-08-25 00,669.5831298828125
11 2020-08-25 01,668.8640747070312
11 2020-08-25 02,639.0625
11 2020-08-25 03,680.2634887695312
11 2020-08-25 04,656.1094360351562
11 2020-08-25 05,619.9366455078125
11 2020-08-25 06,667.5089111328125
11 2020-08-25 07,715.59814453125
11 2020-08-25 08,916.7003784179688
11 2020-08-25 09,1843.4512939453125
11 2020-08-25 10,4979.67822265625
11 2020-08-25 11,5477.74267578125
11 2020-08-25 12,5146.4814453125
11 2020-08-25 13,5521.75537109375
11 2020-08-25 14,5026.4482421875
11 2020-08-25 15,5073.33935546875
11 2020-08-25 16,4690.5341796875
11 2020-08-25 17,4595.0556640625
11 2020-08-25 18,4773.72900390625
11 2020-08-25 19,4196.59716796875
11 2020-08-25 20,3986.56982421875
11 2020-08-25 21,1121.01904296875
11 2020-08-25 22,769.8364868164062
11 2020-08-25 23,665.8551025390625
11 2020-08-26 00,632.8307495117188
11 2020-08-26 01,651.31591796875
11 2020-08-26 02,625.634765625
11 2020-08-26 03,690.3133544921875
11 2020-08-26 04,651.32373046875
11 2020-08-26 05,658.4602661132812
11 2020-08-26 06,690.7852172851562
11 2020-08-26 07,801.1558837890625
11 2020-08-26 08,1094.0428466796875
11 2020-08-26 09,3242.991943359375
11 2020-08-26 10,4145.73974609375
11 2020-08-26 11,5167.47314453125
11 2020-08-26 12,5096.26220703125
11 2020-08-26 13,5540.2548828125
11 2020-08-26 14,5261.94580078125
11 2020-08-26 15,5243.54833984375
11 2020-08-26 16,5054.56640625
11 2020-08-26 17,4807.32568359375
11 2020-08-26 18,5045.716796875
11 2020-08-26 19,4267.05078125
11 2020-08-26 20,2186.881103515625
11 2020-08-26 21,1120.190185546875
11 2020-08-26 22,758.6735229492188
11 2020-08-26 23,677.458740234375
11 2020-08-27 00,623.2845458984375
11 2020-08-27 01,672.7376708984375
11 2020-08-27 02,629.951416015625
11 2020-08-27 03,709.239990234375
11 2020-08-27 04,651.7406005859375
11 2020-08-27 05,663.7119140625
11 2020-08-27 06,702.9501342773438
11 2020-08-27 07,807.5493774414062
11 2020-08-27 08,1150.787353515625
11 2020-08-27 09,3319.92822265625
11 2020-08-27 10,4366.20263671875
11 2020-08-27 11,5208.01025390625
11 2020-08-27 12,5078.33837890625
11 2020-08-27 13,5285.98388671875
11 2020-08-27 14,5009.033203125
11 2020-08-27 15,4962.8671875
11 2020-08-27 16,4718.68994140625
11 2020-08-27 17,4533.69580078125
11 2020-08-27 18,4626.857421875
11 2020-08-27 19,4044.120849609375
11 2020-08-27 20,1822.6982421875
11 2020-08-27 21,1153.8297119140625
11 2020-08-27 22,760.383544921875
11 2020-08-27 23,669.440185546875
11 2020-08-28 00,613.4981689453125
11 2020-08-28 01,650.2926025390625
11 2020-08-28 02,623.4933471679688
11 2020-08-28 03,697.9747924804688
11 2020-08-28 04,664.9165649414062
11 2020-08-28 05,666.3157348632812
11 2020-08-28 06,715.3174438476562
11 2020-08-28 07,814.838134765625
11 2020-08-28 08,1161.3955078125
11 2020-08-28 09,3668.518310546875
11 2020-08-28 10,4129.306640625
11 2020-08-28 11,5018.04443359375
11 2020-08-28 12,4826.435546875
11 2020-08-28 13,5043.0673828125
11 2020-08-28 14,4703.0986328125
11 2020-08-28 15,4699.501953125
11 2020-08-28 16,4427.376953125
11 2020-08-28 17,4370.32275390625
11 2020-08-28 18,4457.8623046875
11 2020-08-28 19,3953.3212890625
11 2020-08-28 20,2103.998046875
11 2020-08-28 21,1145.436279296875
11 2020-08-28 22,753.4220581054688
11 2020-08-28 23,665.8618774414062
11 2020-08-29 00,621.7811889648438
11 2020-08-29 01,644.3015747070312
11 2020-08-29 02,630.1890258789062
11 2020-08-29 03,683.3377685546875
11 2020-08-29 04,667.8771362304688
11 2020-08-29 05,653.9947509765625
11 2020-08-29 06,713.9075317382812
11 2020-08-29 07,806.9412231445312
11 2020-08-29 08,1149.6544189453125
11 2020-08-29 09,3504.6513671875
11 2020-08-29 10,4117.71044921875
11 2020-08-29 11,5029.54931640625
11 2020-08-29 12,4920.26318359375
11 2020-08-29 13,5207.2490234375
11 2020-08-29 14,4876.63134765625
11 2020-08-29 15,4916.7431640625
11 2020-08-29 16,4604.09423828125
11 2020-08-29 17,4548.48681640625
11 2020-08-29 18,4588.9169921875
11 2020-08-29 19,4142.00537109375
11 2020-08-29 20,2212.08837890625
11 2020-08-29 21,1172.5447998046875
11 2020-08-29 22,764.2421264648438
11 2020-08-29 23,679.8790893554688
11 2020-08-30 00,634.8324584960938
11 2020-08-30 01,651.3153686523438
11 2020-08-30 02,643.0663452148438
11 2020-08-30 03,682.5918579101562
11 2020-08-30 04,669.3289184570312
11 2020-08-30 05,646.6227416992188
11 2020-08-30 06,711.3303833007812
11 2020-08-30 07,795.8746948242188
11 2020-08-30 08,1127.0916748046875
11 2020-08-30 09,3589.569091796875
11 2020-08-30 10,4143.15869140625
11 2020-08-30 11,4981.1318359375
11 2020-08-30 12,4752.1083984375
11 2020-08-30 13,5101.42919921875
11 2020-08-30 14,4707.20849609375
11 2020-08-30 15,4993.57470703125
11 2020-08-30 16,4708.51953125
11 2020-08-30 17,4714.7861328125
11 2020-08-30 18,4749.8759765625
11 2020-08-30 19,4101.50146484375
11 2020-08-30 20,2707.56884765625
11 2020-08-30 21,1113.1173095703125
11 2020-08-30 22,747.3270263671875
11 2020-08-30 23,634.9268188476562
11 2020-08-31 00,623.087158203125
11 2020-08-31 01,639.4840087890625
11 2020-08-31 02,629.2941284179688
11 2020-08-31 03,690.15087890625
11 2020-08-31 04,655.1263427734375
11 2020-08-31 05,657.6229858398438
11 2020-08-31 06,684.8480834960938
11 2020-08-31 07,799.0076293945312
11 2020-08-31 08,1073.115234375
11 2020-08-31 09,3252.964599609375
11 2020-08-31 10,3988.5791015625
11 2020-08-31 11,5039.15087890625
11 2020-08-31 12,4783.41064453125
11 2020-08-31 13,5132.93017578125
11 2020-08-31 14,4776.66015625
11 2020-08-31 15,4873.4501953125
11 2020-08-31 16,4648.568359375
11 2020-08-31 17,4619.22998046875
11 2020-08-31 18,4959.919921875
11 2020-08-31 19,4262.83154296875
11 2020-08-31 20,1873.330810546875
11 2020-08-31 21,1168.22900390625
11 2020-08-31 22,768.0877075195312
11 2020-08-31 23,657.40283203125
12 2020-08-25 00,583.9806518554688
12 2020-08-25 01,625.7879028320312
12 2020-08-25 02,654.630126953125
12 2020-08-25 03,643.996826171875
12 2020-08-25 04,582.9202270507812
12 2020-08-25 05,504.43212890625
12 2020-08-25 06,554.1263427734375
12 2020-08-25 07,731.8369750976562
12 2020-08-25 08,1179.7950439453125
12 2020-08-25 09,2696.3154296875
12 2020-08-25 10,3848.495849609375
12 2020-08-25 11,3892.619873046875
12 2020-08-25 12,3552.707275390625
12 2020-08-25 13,3528.4892578125
12 2020-08-25 14,3354.297119140625
12 2020-08-25 15,3363.04248046875
12 2020-08-25 16,3306.121826171875
12 2020-08-25 17,3319.826171875
12 2020-08-25 18,3275.259521484375
12 2020-08-25 19,3091.2919921875
12 2020-08-25 20,2503.95458984375
12 2020-08-25 21,942.8333740234375
12 2020-08-25 22,649.5958862304688
12 2020-08-25 23,643.201416015625
12 2020-08-26 00,671.968505859375
12 2020-08-26 01,661.735595703125
12 2020-08-26 02,627.1488647460938
12 2020-08-26 03,616.1868896484375
12 2020-08-26 04,578.40771484375
12 2020-08-26 05,583.877197265625
12 2020-08-26 06,683.7501220703125
12 2020-08-26 07,892.073974609375
12 2020-08-26 08,1863.8848876953125
12 2020-08-26 09,2893.900390625
12 2020-08-26 10,3710.963134765625
12 2020-08-26 11,3802.5224609375
12 2020-08-26 12,3637.198974609375
12 2020-08-26 13,3493.566650390625
12 2020-08-26 14,3354.5
12 2020-08-26 15,3319.007568359375
12 2020-08-26 16,3317.73388671875
12 2020-08-26 17,3388.765869140625
12 2020-08-26 18,3359.014892578125
12 2020-08-26 19,3006.163330078125
12 2020-08-26 20,1288.4765625
12 2020-08-26 21,848.1741943359375
12 2020-08-26 22,614.893798828125
12 2020-08-26 23,607.8402709960938
12 2020-08-27 00,659.4498901367188
12 2020-08-27 01,710.8971557617188
12 2020-08-27 02,679.1288452148438
12 2020-08-27 03,627.8843383789062
12 2020-08-27 04,555.1878662109375
12 2020-08-27 05,536.3838500976562
12 2020-08-27 06,656.0260009765625
12 2020-08-27 07,865.4981079101562
12 2020-08-27 08,1683.9986572265625
12 2020-08-27 09,2997.133544921875
12 2020-08-27 10,3592.158935546875
12 2020-08-27 11,3746.85791015625
12 2020-08-27 12,3555.784423828125
12 2020-08-27 13,3514.014404296875
12 2020-08-27 14,3402.30126953125
12 2020-08-27 15,3401.6376953125
12 2020-08-27 16,3330.73095703125
12 2020-08-27 17,3342.139404296875
12 2020-08-27 18,3286.512451171875
12 2020-08-27 19,2935.635009765625
12 2020-08-27 20,1255.71923828125
12 2020-08-27 21,869.4443359375
12 2020-08-27 22,644.4879760742188
12 2020-08-27 23,620.0807495117188
12 2020-08-28 00,655.7612915039062
12 2020-08-28 01,685.3807983398438
12 2020-08-28 02,669.2051391601562
12 2020-08-28 03,645.9779052734375
12 2020-08-28 04,600.5066528320312
12 2020-08-28 05,592.2535400390625
12 2020-08-28 06,678.7396850585938
12 2020-08-28 07,858.3346557617188
12 2020-08-28 08,1706.447021484375
12 2020-08-28 09,3203.650634765625
12 2020-08-28 10,3663.035888671875
12 2020-08-28 11,3900.510986328125
12 2020-08-28 12,3641.220458984375
12 2020-08-28 13,3606.8798828125
12 2020-08-28 14,3648.677734375
12 2020-08-28 15,3802.880126953125
12 2020-08-28 16,3461.58984375
12 2020-08-28 17,3626.30859375
12 2020-08-28 18,3419.795654296875
12 2020-08-28 19,3057.137939453125
12 2020-08-28 20,1164.6907958984375
12 2020-08-28 21,863.8807373046875
12 2020-08-28 22,645.5050659179688
12 2020-08-28 23,624.2059936523438
12 2020-08-29 00,685.7723388671875
12 2020-08-29 01,711.2861938476562
12 2020-08-29 02,681.6053466796875
12 2020-08-29 03,636.8717651367188
12 2020-08-29 04,595.911376953125
12 2020-08-29 05,596.9747924804688
12 2020-08-29 06,711.4594116210938
12 2020-08-29 07,886.148193359375
12 2020-08-29 08,1785.7286376953125
12 2020-08-29 09,3088.633056640625
12 2020-08-29 10,3703.1865234375
12 2020-08-29 11,4010.2822265625
12 2020-08-29 12,3754.44921875
12 2020-08-29 13,3827.756103515625
12 2020-08-29 14,3703.49267578125
12 2020-08-29 15,3608.348876953125
12 2020-08-29 16,3631.306884765625
12 2020-08-29 17,3617.041748046875
12 2020-08-29 18,3583.00390625
12 2020-08-29 19,3135.275390625
12 2020-08-29 20,1389.7684326171875
12 2020-08-29 21,869.474853515625
12 2020-08-29 22,617.5105590820312
12 2020-08-29 23,602.4730834960938
12 2020-08-30 00,649.1551513671875
12 2020-08-30 01,747.52294921875
12 2020-08-30 02,742.8078002929688
12 2020-08-30 03,675.9352416992188
12 2020-08-30 04,591.6844482421875
12 2020-08-30 05,570.14990234375
12 2020-08-30 06,671.0675048828125
12 2020-08-30 07,845.8933715820312
12 2020-08-30 08,1853.9588623046875
12 2020-08-30 09,3009.552001953125
12 2020-08-30 10,3641.419189453125
12 2020-08-30 11,3771.098876953125
12 2020-08-30 12,3564.1728515625
12 2020-08-30 13,3512.843994140625
12 2020-08-30 14,3360.387939453125
12 2020-08-30 15,3347.30029296875
12 2020-08-30 16,3309.390380859375
12 2020-08-30 17,3353.68115234375
12 2020-08-30 18,3305.99267578125
12 2020-08-30 19,2979.461669921875
12 2020-08-30 20,1235.3726806640625
12 2020-08-30 21,862.869140625
12 2020-08-30 22,632.3612060546875
12 2020-08-30 23,618.79736328125
12 2020-08-31 00,678.4642333984375
12 2020-08-31 01,686.0294189453125
12 2020-08-31 02,664.2088623046875
12 2020-08-31 03,631.531005859375
12 2020-08-31 04,582.1787109375
12 2020-08-31 05,545.9415283203125
12 2020-08-31 06,644.7899169921875
12 2020-08-31 07,825.2139892578125
12 2020-08-31 08,1648.9444580078125
12 2020-08-31 09,3137.3662109375
12 2020-08-31 10,3602.383544921875
12 2020-08-31 11,3823.075927734375
12 2020-08-31 12,3522.958740234375
12 2020-08-31 13,3477.455322265625
12 2020-08-31 14,3288.103515625
12 2020-08-31 15,3341.4873046875
12 2020-08-31 16,3313.974853515625
12 2020-08-31 17,3367.969970703125
12 2020-08-31 18,3293.548583984375
12 2020-08-31 19,2938.52685546875
12 2020-08-31 20,1259.6109619140625
12 2020-08-31 21,853.4826049804688
12 2020-08-31 22,625.8314208984375
12 2020-08-31 23,616.1089477539062
13 2020-08-25 00,927.05126953125
13 2020-08-25 01,915.4557495117188
13 2020-08-25 02,912.6129150390625
13 2020-08-25 03,908.776123046875
13 2020-08-25 04,926.0361938476562
13 2020-08-25 05,1079.0211181640625
13 2020-08-25 06,1256.277587890625
13 2020-08-25 07,1576.778564453125
13 2020-08-25 08,1747.8565673828125
13 2020-08-25 09,2051.62890625
13 2020-08-25 10,1766.773193359375
13 2020-08-25 11,1869.5810546875
13 2020-08-25 12,1858.488525390625
13 2020-08-25 13,1798.199462890625
13 2020-08-25 14,1825.6209716796875
13 2020-08-25 15,1756.1651611328125
13 2020-08-25 16,1569.1910400390625
13 2020-08-25 17,1323.2255859375
13 2020-08-25 18,1047.867431640625
13 2020-08-25 19,1076.3074951171875
13 2020-08-25 20,1185.480712890625
13 2020-08-25 21,1031.36279296875
13 2020-08-25 22,897.282958984375
13 2020-08-25 23,914.6421508789062
13 2020-08-26 00,945.263916015625
13 2020-08-26 01,913.0340576171875
13 2020-08-26 02,928.5382080078125
13 2020-08-26 03,934.5426025390625
13 2020-08-26 04,1000.5550537109375
13 2020-08-26 05,1178.3648681640625
13 2020-08-26 06,1248.83056640625
13 2020-08-26 07,1453.767578125
13 2020-08-26 08,1748.41943359375
13 2020-08-26 09,1921.4483642578125
13 2020-08-26 10,1698.91357421875
13 2020-08-26 11,1858.2581787109375
13 2020-08-26 12,1762.0946044921875
13 2020-08-26 13,1747.2109375
13 2020-08-26 14,1706.1785888671875
13 2020-08-26 15,1733.7860107421875
13 2020-08-26 16,1533.0633544921875
13 2020-08-26 17,1292.93896484375
13 2020-08-26 18,1064.1334228515625
13 2020-08-26 19,1078.954345703125
13 2020-08-26 20,1083.885498046875
13 2020-08-26 21,956.3923950195312
13 2020-08-26 22,885.2752685546875
13 2020-08-26 23,909.5535888671875
13 2020-08-27 00,869.3214721679688
13 2020-08-27 01,906.493896484375
13 2020-08-27 02,874.82666015625
13 2020-08-27 03,929.6901245117188
13 2020-08-27 04,944.4049072265625
13 2020-08-27 05,1166.5467529296875
13 2020-08-27 06,1176.507568359375
13 2020-08-27 07,1337.486083984375
13 2020-08-27 08,1640.450927734375
13 2020-08-27 09,1815.8406982421875
13 2020-08-27 10,1721.0484619140625
13 2020-08-27 11,1724.26611328125
13 2020-08-27 12,1770.8558349609375
13 2020-08-27 13,1692.014892578125
13 2020-08-27 14,1767.50732421875
13 2020-08-27 15,1719.6326904296875
13 2020-08-27 16,1472.1075439453125
13 2020-08-27 17,1318.920654296875
13 2020-08-27 18,964.1060180664062
13 2020-08-27 19,1023.9011840820312
13 2020-08-27 20,1030.82275390625
13 2020-08-27 21,967.1708374023438
13 2020-08-27 22,939.4906616210938
13 2020-08-27 23,923.238037109375
13 2020-08-28 00,911.6292724609375
13 2020-08-28 01,924.7908935546875
13 2020-08-28 02,939.194091796875
13 2020-08-28 03,935.1885375976562
13 2020-08-28 04,995.465576171875
13 2020-08-28 05,1093.36328125
13 2020-08-28 06,1168.9410400390625
13 2020-08-28 07,1339.2099609375
13 2020-08-28 08,1626.0328369140625
13 2020-08-28 09,1857.6236572265625
13 2020-08-28 10,1688.7147216796875
13 2020-08-28 11,1750.397216796875
13 2020-08-28 12,1787.0443115234375
13 2020-08-28 13,1733.274169921875
13 2020-08-28 14,1649.97607421875
13 2020-08-28 15,1676.73095703125
13 2020-08-28 16,1486.41650390625
13 2020-08-28 17,1365.0679931640625
13 2020-08-28 18,994.5950927734375
13 2020-08-28 19,1059.423583984375
13 2020-08-28 20,1097.14990234375
13 2020-08-28 21,1011.8441772460938
13 2020-08-28 22,933.2225952148438
13 2020-08-28 23,931.8334350585938
13 2020-08-29 00,928.1927490234375
13 2020-08-29 01,934.0845947265625
13 2020-08-29 02,931.9440307617188
13 2020-08-29 03,926.6654052734375
13 2020-08-29 04,994.839599609375
13 2020-08-29 05,1058.8338623046875
13 2020-08-29 06,1172.4127197265625
13 2020-08-29 07,1314.405517578125
13 2020-08-29 08,1198.31884765625
13 2020-08-29 09,1157.97998046875
13 2020-08-29 10,1199.1751708984375
13 2020-08-29 11,1187.3446044921875
13 2020-08-29 12,1169.3094482421875
13 2020-08-29 13,1141.9193115234375
13 2020-08-29 14,1144.1529541015625
13 2020-08-29 15,1088.512939453125
13 2020-08-29 16,1123.677734375
13 2020-08-29 17,1067.0699462890625
13 2020-08-29 18,1033.8006591796875
13 2020-08-29 19,1032.3544921875
13 2020-08-29 20,1011.19873046875
13 2020-08-29 21,956.27294921875
13 2020-08-29 22,954.4410400390625
13 2020-08-29 23,960.3381958007812
13 2020-08-30 00,931.9627685546875
13 2020-08-30 01,926.873046875
13 2020-08-30 02,926.0762329101562
13 2020-08-30 03,961.5071411132812
13 2020-08-30 04,954.126220703125
13 2020-08-30 05,1001.2731323242188
13 2020-08-30 06,998.7109375
13 2020-08-30 07,1084.374267578125
13 2020-08-30 08,1085.8458251953125
13 2020-08-30 09,1139.179443359375
13 2020-08-30 10,1136.091064453125
13 2020-08-30 11,1199.7110595703125
13 2020-08-30 12,1157.989501953125
13 2020-08-30 13,1149.6837158203125
13 2020-08-30 14,1149.0390625
13 2020-08-30 15,1123.9580078125
13 2020-08-30 16,1143.0513916015625
13 2020-08-30 17,1086.7156982421875
13 2020-08-30 18,1067.340576171875
13 2020-08-30 19,1013.1152954101562
13 2020-08-30 20,992.8487548828125
13 2020-08-30 21,972.785888671875
13 2020-08-30 22,943.2017822265625
13 2020-08-30 23,982.6177368164062
13 2020-08-31 00,942.2252197265625
13 2020-08-31 01,963.1386108398438
13 2020-08-31 02,946.0020751953125
13 2020-08-31 03,960.60595703125
13 2020-08-31 04,993.83203125
13 2020-08-31 05,1070.9991455078125
13 2020-08-31 06,1043.4324951171875
13 2020-08-31 07,1331.7369384765625
13 2020-08-31 08,1619.0350341796875
13 2020-08-31 09,1958.08837890625
13 2020-08-31 10,1657.8182373046875
13 2020-08-31 11,1802.366455078125
13 2020-08-31 12,1702.4586181640625
13 2020-08-31 13,1707.950439453125
13 2020-08-31 14,1586.3377685546875
13 2020-08-31 15,1644.2122802734375
13 2020-08-31 16,1396.81005859375
13 2020-08-31 17,1344.5098876953125
13 2020-08-31 18,985.5775146484375
13 2020-08-31 19,1041.8624267578125
13 2020-08-31 20,1052.9156494140625
13 2020-08-31 21,1019.3243408203125
13 2020-08-31 22,929.107421875
13 2020-08-31 23,949.2404174804688
14 2020-08-25 00,1455.687255859375
14 2020-08-25 01,1382.628173828125
14 2020-08-25 02,1445.922119140625
14 2020-08-25 03,1489.44775390625
14 2020-08-25 04,1507.4942626953125
14 2020-08-25 05,1631.8531494140625
14 2020-08-25 06,1719.2391357421875
14 2020-08-25 07,2354.60693359375
14 2020-08-25 08,2673.4453125
14 2020-08-25 09,2823.400634765625
14 2020-08-25 10,2580.493896484375
14 2020-08-25 11,2649.23388671875
14 2020-08-25 12,2633.401123046875
14 2020-08-25 13,2565.05908203125
14 2020-08-25 14,2618.5859375
14 2020-08-25 15,2569.69189453125
14 2020-08-25 16,2486.19970703125
14 2020-08-25 17,2290.80029296875
14 2020-08-25 18,2030.0872802734375
14 2020-08-25 19,1809.153564453125
14 2020-08-25 20,1433.058837890625
14 2020-08-25 21,1495.51611328125
14 2020-08-25 22,1549.0274658203125
14 2020-08-25 23,1456.8643798828125
14 2020-08-26 00,1378.902587890625
14 2020-08-26 01,1447.15625
14 2020-08-26 02,1477.753662109375
14 2020-08-26 03,1531.2000732421875
14 2020-08-26 04,1521.603759765625
14 2020-08-26 05,1690.34326171875
14 2020-08-26 06,1697.049072265625
14 2020-08-26 07,1922.15771484375
14 2020-08-26 08,2781.166259765625
14 2020-08-26 09,2929.3408203125
14 2020-08-26 10,2546.575927734375
14 2020-08-26 11,2495.3466796875
14 2020-08-26 12,2538.778076171875
14 2020-08-26 13,2618.7109375
14 2020-08-26 14,2636.975341796875
14 2020-08-26 15,2667.69189453125
14 2020-08-26 16,2361.677978515625
14 2020-08-26 17,2264.5751953125
14 2020-08-26 18,2045.4083251953125
14 2020-08-26 19,1725.2210693359375
14 2020-08-26 20,1493.5218505859375
14 2020-08-26 21,1477.021484375
14 2020-08-26 22,1424.3421630859375
14 2020-08-26 23,1451.94091796875
14 2020-08-27 00,1366.0360107421875
14 2020-08-27 01,1384.1451416015625
14 2020-08-27 02,1447.328125
14 2020-08-27 03,1482.2938232421875
14 2020-08-27 04,1500.7388916015625
14 2020-08-27 05,1622.9150390625
14 2020-08-27 06,1661.7276611328125
14 2020-08-27 07,2349.1923828125
14 2020-08-27 08,2580.872314453125
14 2020-08-27 09,2822.037109375
14 2020-08-27 10,2536.38818359375
14 2020-08-27 11,2517.874267578125
14 2020-08-27 12,2590.993408203125
14 2020-08-27 13,2536.902587890625
14 2020-08-27 14,2630.148193359375
14 2020-08-27 15,2541.259521484375
14 2020-08-27 16,2410.759521484375
14 2020-08-27 17,2274.890869140625
14 2020-08-27 18,2009.452880859375
14 2020-08-27 19,1860.4202880859375
14 2020-08-27 20,1780.28564453125
14 2020-08-27 21,1499.3837890625
14 2020-08-27 22,1373.3587646484375
14 2020-08-27 23,1397.87890625
14 2020-08-28 00,1432.16259765625
14 2020-08-28 01,1372.3035888671875
14 2020-08-28 02,1425.3162841796875
14 2020-08-28 03,1452.1593017578125
14 2020-08-28 04,1491.098876953125
14 2020-08-28 05,1618.362548828125
14 2020-08-28 06,1795.1212158203125
14 2020-08-28 07,2532.08251953125
14 2020-08-28 08,2345.243408203125
14 2020-08-28 09,2787.97119140625
14 2020-08-28 10,2577.8857421875
14 2020-08-28 11,2624.550537109375
14 2020-08-28 12,2557.211181640625
14 2020-08-28 13,2464.96533203125
14 2020-08-28 14,2563.004150390625
14 2020-08-28 15,2554.6728515625
14 2020-08-28 16,2341.05615234375
14 2020-08-28 17,2250.955078125
14 2020-08-28 18,2053.92919921875
14 2020-08-28 19,1771.0467529296875
14 2020-08-28 20,1241.262451171875
14 2020-08-28 21,1435.39111328125
14 2020-08-28 22,1448.421875
14 2020-08-28 23,1421.736328125
14 2020-08-29 00,1354.707763671875
14 2020-08-29 01,1368.618408203125
14 2020-08-29 02,1418.271240234375
14 2020-08-29 03,1489.886962890625
14 2020-08-29 04,1531.1859130859375
14 2020-08-29 05,1639.2130126953125
14 2020-08-29 06,1697.93896484375
14 2020-08-29 07,1751.0028076171875
14 2020-08-29 08,1752.5850830078125
14 2020-08-29 09,1986.81640625
14 2020-08-29 10,2203.4423828125
14 2020-08-29 11,1912.178955078125
14 2020-08-29 12,1888.73876953125
14 2020-08-29 13,1878.6490478515625
